X	Y	Temperature
0	-0.0377074904784901	23.9070355369075
0.0995084355450492	-0.0377412175817782	22.5757386666092
0.199022684019182	-0.0378325569086071	21.6073034298373
0.298543516175721	-0.0379706326216953	20.6503901106286
0.398096453185076	-0.038206935262281	19.6925077194585
0.497713622764882	-0.038420795305207	18.7211351554699
0.597412575617293	-0.0384875319285998	17.714110749396
0.697026797747629	-0.0381960436103237	16.6336453806622
0.795710225412717	-0.0359892605267165	14.861600938503
0.896957812851251	-0.0380819209308237	14.879079223137
0.997352995687511	-0.0351039029038873	13.6180517004211
1.09808960322571	-0.0377152453132921	13.873357126874
1.19861847593693	-0.0346837911198606	12.7769742183852
1.29976982998146	-0.037547058432875	13.6575083282827
1.40158628059191	-0.0329985867895974	13.7371927451779
0	0.0624341592063182	23.3820636053417
0.0995718941467857	0.0623969888210831	22.5624426651122
0.199142776424515	0.062306827163243	21.6012789126105
0.298718873038107	0.0621598307423152	20.6524277530076
0.398285111644987	0.0619224960228472	19.6979482022483
0.497839837599005	0.061683076196912	18.7338922895288
0.5973862229993	0.0615578645931554	17.749390895675
0.696918543413074	0.0619047203839938	16.6957695443143
0.797197931576712	0.0621433156396975	15.8015652387099
0.897211121114881	0.0619606368854968	14.9865257408255
0.997684713858338	0.0624091654535771	14.4883995935505
1.09808271136526	0.0623637139838251	13.9872055015423
1.19857800144947	0.0626474190535572	13.8203104530003
1.29890758634972	0.0625823899328919	13.7386232740798
1.39898092364829	0.0636060366388983	13.8140161042691
0	0.162542237798797	23.3215689551925
0.099628041370439	0.16252114940599	22.5030435708682
0.199256110493541	0.162412177949248	21.601508643531
0.29887997136001	0.162283767816713	20.65737646129
0.398476089024401	0.162071591137245	19.7111085444563
0.498023752682418	0.161807963376512	18.7647475841469
0.597597366704374	0.161535229872606	17.8201894653797
0.697431518026738	0.161279897118319	16.9116369965023
0.797478941098625	0.161117362721794	16.0740166896863
0.897705563485654	0.161075862054485	15.3702473960484
0.997921722885676	0.161193343742747	14.7992451465479
